id	filename	md5	size	state
24384a6c-25c8-4b67-a075-85490015cb6d	79bc5610-8e95-4d2d-a3e1-8cdb75398752.htseq.counts.gz	1ba32790bc9f93f48a47a69839198ab4	255014	released
63c082c4-e7e2-4699-a2a0-aea790fe402c	944b1e8d-7219-40a4-ab27-385192062cbf.htseq.counts.gz	c1a48bcc23e2192fce351583372b61f6	252091	released
f7145906-96a0-4a8e-a148-032bbe563a93	c595d44f-7e4f-4ade-9c9a-87b44ccac393.htseq.counts.gz	9967e20771eaf2b24645ad9e94b334d8	254265	released
f7efb05e-1f4c-47d7-91e3-f01aebf7e923	0d82c41a-3bc8-4c71-a97d-90217b1af358.htseq.counts.gz	770cec6fd1d9e5e8763a7b2b0969c27e	254135	released
b6f3fd36-f3be-40b7-b79e-bdeae93a1ecf	019a5486-ad80-44b4-a9e3-7e7f93e8e6fa.htseq.counts.gz	fceaf6a9ef483407c1cf2c5eb810e197	258729	released
17f50e54-5843-4215-9518-95b91eebb62f	97be5457-526d-42ee-ace4-d900b8c6fd5f.htseq.counts.gz	eba1c54e1df0bd619139982663eea8a0	254377	released
8a5ccbb5-8e15-4fdc-a069-f6d45a0808d4	6a979027-8bef-430c-bf09-67b3e8882482.htseq.counts.gz	1f3099c7d17132eafc27bc031ae271e1	249710	released
a175ecad-de0d-48eb-b53a-1047c9a50c39	63a5626e-aca1-4920-b101-eb5a66373fc0.htseq.counts.gz	39af81c22614931c6168d37980dcb693	251369	released
e0cadb96-0a28-4869-854e-070d8ae0c28d	7a284ab1-3849-4c83-ae30-86cf1136f641.htseq.counts.gz	116990bcfd32fc889a6a32ea47931131	252590	released
299edc06-b321-4dcc-aecd-db4b1e204550	723562fb-cff9-4cd4-94ed-9ae9cde55a9d.htseq.counts.gz	66cc6a0980dfceb10af88bd4576eaf23	258775	released
fcfb627b-d8e2-4e0d-93f2-022de221e2d6	5fb64539-aa50-41c0-9b2c-092455ea02cb.htseq.counts.gz	993830e29dc31f4f30f271374cf16c97	257311	released
6a555783-9ed5-40ac-8741-1ed925eb6b8f	fdc8ad41-ba94-485d-8bd6-6ea2794847f2.htseq.counts.gz	a53a25dfeaa0a2d46f3a021c3012fe07	255549	released
b12e4a20-7c83-4f2b-b47d-b7aa7204c571	9f9209c4-5e84-4efa-9fcc-60766c36e082.htseq.counts.gz	ddb1cbcea7da55556e6df4c769ea15b3	252134	released
654f6de3-73ac-4447-ab5a-75d7f9009096	4a0d9b7a-427c-4446-9fbd-ebb4b55b0469.htseq.counts.gz	0a0e2142e60228648933fab9556a195c	255957	released
da40e08c-e2e8-475d-a09f-aff3511b230b	c7169e06-bce9-4524-ab91-84c24205814c.htseq.counts.gz	6c4b268e798c1dabed4eb4e06a81ec54	248880	released
dba5c26f-ca3b-4da3-b404-903fb441c1e4	583d6873-a3f6-4d4f-9b87-cd8f8c7366ca.htseq.counts.gz	7203816acb7224b83feb3de23735958f	252874	released
68a33d82-271d-4bd4-a0ed-fffd937df323	a963531e-49d4-41c6-b19a-ba5b94b8af94.htseq.counts.gz	90db001684f5207b0ea598645b9269b5	253849	released
607d6bc0-ef0e-46e4-8259-a34ac50b4d51	33acbfc3-2762-4f80-859f-e7f78961bef9.htseq.counts.gz	39779dec99a3e1aedec106baa8df4f69	247140	released
eff8683c-de53-410c-9766-646ba329f132	78f2dfc0-9452-4547-b9a9-eb9dc920a4a9.htseq.counts.gz	ddf6497237458f2503b915db12f185f0	254245	released
d4513df6-0b48-4bf3-b397-3c7b339a47d1	44a7b09b-a258-4e97-ac42-02d7f09b8b32.htseq.counts.gz	4e56f54b1deac04d000c96cd5d8380f7	248243	released
e7e698aa-f2ee-4ef0-9f25-3a30a20f1d75	9838a921-f1fc-434a-abe3-d396e32c32b5.htseq.counts.gz	1a7d65ace1aebf35762f6acbff51f254	250245	released
81e4d104-2711-47bc-956b-8197b3e48dc5	3c99f021-2d9a-4322-96d1-27329c4abee3.htseq.counts.gz	8b9256fbfce73989d026bac06c8cc9da	254306	released
e6be47d6-1c2a-4f4e-98fb-b6ad6a1b05a5	9f29fd2f-3231-419c-b7d5-dba6457e523d.htseq.counts.gz	422bb89443b21b6d77f679c4a2bcc2b6	255269	released
1793429b-455b-457e-b14d-34f2ccb58a12	a5dc521e-bee4-489c-8679-d4b90a327d33.htseq.counts.gz	3429a01adf87cb338fab623964fccdeb	255460	released
934db0a6-48ea-4b6d-8c8c-9101872fc068	3ef6e68c-dde3-4c06-9a68-e99db9fb2a5c.htseq.counts.gz	e3f8a249bfef6f90c1631cc661fdbf83	250707	released
0ef8652e-5fd9-47b3-9fc2-a47160f4da2c	2e528e8d-46a5-42b0-aa58-d266b30190b0.htseq.counts.gz	6686ae768290eab12a923f939969821c	258253	released
db45f373-e402-4261-b10a-9e5baef88fd3	1d293e9f-7672-428c-be8d-3d180c8e8590.htseq.counts.gz	c89fe99bfb86968670a0fe1f1be43a32	256260	released
c646e624-136a-4a5a-a11d-a47c3a398751	06a8ba43-c1e0-4de1-9073-4b16c95245ca.htseq.counts.gz	6d677707611664f7160f3a613880ef0e	248969	released
0b9187d5-3b98-40a5-8605-e7ce73d22d0d	1c89ff2f-6e0a-4244-952b-1391dba1b815.htseq.counts.gz	5fb697b7248fe60db261252f21add0e0	260871	released
218accc6-b070-4c4f-b2de-09f380304e7b	915d5363-e343-4154-86cb-dbef1a586192.htseq.counts.gz	7b8db00db03cb81465e7b964526317d8	250730	released
5d552f3c-cf37-4be2-97b4-2adce5ab8afd	339d6e55-7065-45d5-ba2c-afc689cb7386.htseq.counts.gz	8e003b06fa18b52d8c9c4618a54f32ff	256547	released
c2383804-7820-4f52-91d6-f15e61002ab0	55de73a6-7f94-4022-9ee8-8f959fa2866b.htseq.counts.gz	5e59722104adb13cb69ae967a3e3a171	252309	released
131fb138-99cf-4f42-af6f-bea7bff64806	55030097-d293-41e0-a554-38f40282b6dc.htseq.counts.gz	0db5928fbb2dc37d4716590dc243232b	253969	released
a31da99e-48d6-4630-b045-5a2617abda86	2843eb58-20ce-4cbb-a783-61d85d10557a.htseq.counts.gz	e0c7c29c9d50ae367c0e51b8aed9f7c1	258291	released
8c9a31f7-eecd-43fe-a8c4-70817450f184	a148bcd0-e03e-4d86-a0b3-668cad2a9312.htseq.counts.gz	5269b590f0078c9c987169b5e8f034b0	258538	released
9b93cf65-826a-41f9-b32d-52f9fc981f73	1651f9c4-219f-4d46-adcc-6003c91eb059.htseq.counts.gz	c6ae9745ac961e282b7631fde4a009c1	249704	released
64359aca-75cd-4813-9b0c-e19c0be53f05	583a285b-0bcd-4fd7-9c66-19ca10d974c3.htseq.counts.gz	3407dd9ef0585af82a7165edb3266ad6	255400	released
4a4d5cac-2926-4702-8df9-ad94bdfd897a	f4d80dc6-a28c-4d31-99e8-f58e78678654.htseq.counts.gz	ba1c0a37c12297127e9b921b321b6bb3	251812	released
09facf0f-b696-4f35-a711-327591038755	90c4dd6e-a5cd-44fb-ad0c-8a27d88429c5.htseq.counts.gz	e4447a2324169ce54a2c92064a535edf	252639	released
bd66807f-5ec9-4b8e-a6e1-5a46f9cabb71	f641a19d-8497-4bc7-9df1-5228adfd5334.htseq.counts.gz	c80142a2a5ce7ee2bf40df990530e556	254673	released
6aad6979-c376-4afb-ae27-82bac0a2ca0e	394a5627-ac10-4c2d-a4d4-393898dd7d0a.htseq.counts.gz	95a7953f38881be02220ebcf75d3d18d	252398	released
27728472-6063-4c45-83b9-ebe219ee908b	5fbebc46-bcba-4712-9fc7-4477c1332381.htseq.counts.gz	dc8a213543b53c876e4f587e74031a5a	250680	released
9ba948f3-ae38-4c0c-961d-474c76c00df4	44f52c83-3eb1-4f91-a885-599fb960049c.htseq.counts.gz	d15094b7db75e8117782bdf82186e5da	250536	released
0436168e-36ed-42e9-9ee9-d9aaf661547b	6999d309-8502-49ee-8d80-9d0bde00081f.htseq.counts.gz	16d4e23927588388086b2a8a1743490c	250749	released
bdc1594a-0a17-4617-a078-260c0bfb46ef	d8a60f70-c2fa-4a98-8481-177dcd94b4dd.htseq.counts.gz	4a03d5633eac37b4b94b3dae870a9edc	254196	released
197b3698-b408-4256-bbee-fa6bc7546447	08be86a0-bf15-4e7a-8ffd-1848ab648f9e.htseq.counts.gz	539b6789c8794fa504d2ac91bb81e852	256797	released
075ddebb-e1b1-4c59-83f4-bbc7e5f499a0	e26f2b4a-ca55-4a0c-b8e7-4f1e21aa6dae.htseq.counts.gz	5370594188550e1f96c2c90691f32eb3	248350	released
ce48942f-5773-44b9-a575-c4c7191a7045	12ae6516-f6b0-4b4f-adee-e9f98f814a06.htseq.counts.gz	638f5966abce22837b4d625699e9cb1b	255763	released
13010964-c9b3-4bb3-b344-90f3fee177dd	03419112-80e3-4f01-a952-1492008a7451.htseq.counts.gz	372cd97f8d22a381d96f5ed808e9c104	251196	released
d2eef6e0-ed8c-4f45-9c09-6f540d7d54c8	f488d4bd-07b5-4a18-b6e8-982c6303f4a9.htseq.counts.gz	8b9b1a72cbc10934ec2111d1ad080611	259345	released
ffa1d263-e812-408d-b8d1-786b65d80966	3840477f-a5a6-4420-8d06-18f61b313ec1.htseq.counts.gz	bdfa450f52f3116a81c75a84adbc1e54	256459	released
f9c95398-ddb2-417c-922e-47004d480cf8	49c4c177-b1d5-42e3-acaa-bfa4f6982437.htseq.counts.gz	df8402499e1abdd9aa7a024a50750fbe	259399	released
c663107f-574b-4de8-8250-eb96e1347e35	3e0b8b8a-c9b6-43e7-a1eb-79c73c315222.htseq.counts.gz	97ec5abd1c860e060c53a42b43c02257	253893	released
2189e341-9ef9-4047-b588-55128b7985b6	5029a88f-ac46-4a7e-afd0-398cfb17bd5f.htseq.counts.gz	2e0f9ab46fca307fc5ec69ec2cb1a877	256097	released
7883f52d-28f2-4dd1-9fd3-ffec7c636cbb	6cb1791d-bda0-44de-ac3f-5405ba1ac5ec.htseq.counts.gz	a752c30f839eb16ecfb22f64985bc738	250608	released
078f7608-b8f7-4827-b752-adfed6064922	e29ce54a-49a1-47a8-82fd-7687cec0d1bb.htseq.counts.gz	b7aa3478b5a7026b1d5a75970e4f8663	256217	released
aedbb481-9fec-43fc-9a1f-b1995fd53ca8	39ea216a-6bff-41bc-a730-350145ffd2eb.htseq.counts.gz	868adf41a31543cafd694b713f950e85	251630	released
edebefbc-81da-41f4-ac86-d5f85a3f790c	698eba4b-b0f0-4923-9e43-d9707959c65f.htseq.counts.gz	d1244745d79a6d61eeeae7d3573cedf2	254214	released
e3908da4-f4c8-43b8-b01d-73bd5fafaa96	dbb50b30-9856-4a56-91e1-d31ad106fd48.htseq.counts.gz	70845e0ead6a7d40aabd77d825e42d7f	246601	released
a26a5dc8-1f9d-4f6a-917a-7457f8f8c056	11b92965-3650-4f3e-a6da-65728487d7ab.htseq.counts.gz	34570c7264435e620fb73d5e1111c291	257494	released
